"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","seed","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","target","foil","choices","combination_order","choices_in_order","round","condition","trial_counter","target_location","trial_kind","correct"
"pavlovia","0","20","0.0-0.0","CAN_145","145","","","","","","","","","","","","","","","","","","",""
"preload","1","776","0.0-1.0","CAN_145","145","true","false","[]","[]","[]","","","","","","","","","","","","","",""
"fullscreen","2","345502","0.0-2.0","CAN_145","145","true","","","","","","","","","","","","","","","","","",""
"html-button-response","3","379654","0.0-3.0","CAN_145","145","","","","","","34114","","0","","","","","","","","","","",""
"html-button-response","4","384758","0.0-4.0","CAN_145","145","","","","","","5088","","0","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","trigger",""
"html-button-response","5","389822","0.0-5.0-0.0","CAN_145","145","","","","","","5047","<button class=""jspsych-btn""><img src=""stimuli/star.png"" style=""width: 200px;height: 200px;""></button>","1","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","response","1"
"html-audio-button-response","6","390034","0.0-5.0-1.0","CAN_145","145","","","","","","null","stimuli/bleep.m4a","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","audio_feedback","1"
"html-button-response","7","390572","0.0-6.0","CAN_145","145","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","star","square","[""square"",""star""]","left-right","[""square"",""star""]","1","practice","1","right","iti",""
"html-button-response","8","392015","0.0-7.0","CAN_145","145","","","","","","1415","","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","trigger",""
"html-button-response","9","393416","0.0-8.0-0.0","CAN_145","145","","","","","","1389","<button class=""jspsych-btn""><img src=""stimuli/triangle.png"" style=""width: 200px;height: 200px;""></button>","0","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","response","1"
"html-audio-button-response","10","393628","0.0-8.0-1.0","CAN_145","145","","","","","","null","stimuli/bleep.m4a","null","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","audio_feedback","1"
"html-button-response","11","394146","0.0-9.0","CAN_145","145","","","","","","null","<button class=""jspsych-btn""><img src=""stimuli/white_square.png"" style=""width: 200px;height: 200px;""></button>","null","triangle","pentagram","[""triangle"",""pentagram""]","left-right","[""triangle"",""pentagram""]","1","practice","1","left","iti",""
"html-button-response","12","395057","0.0-10.0","CAN_145","145","","","","","","887","","0","diamond","rectangle","[""rectangle"",""diamond""]","left-right","[""rectangle"",""diamond""]","1","practice","1","right","trigger",""
